iteracion,T,magnetizacion,n
55000,2.600002,-0.012695,64
60000,2.600002,-0.001953,64
65000,2.600002,0.006348,64
70000,2.600002,0.001953,64
75000,2.600002,0.005371,64
80000,2.600002,0.004395,64
85000,2.600002,-0.012695,64
90000,2.600002,-0.011230,64
95000,2.600002,-0.003906,64
100000,2.600002,0.014160,64
105000,2.600002,0.000977,64
110000,2.600002,0.002441,64
115000,2.600002,0.016602,64
120000,2.600002,-0.004883,64
125000,2.600002,-0.016113,64
130000,2.600002,-0.019043,64
135000,2.600002,-0.008789,64
140000,2.600002,0.020508,64
145000,2.600002,0.019531,64
150000,2.600002,-0.008301,64
155000,2.600002,0.020020,64
160000,2.600002,0.011719,64
165000,2.600002,0.025879,64
170000,2.600002,-0.000977,64
175000,2.600002,0.004883,64
180000,2.600002,-0.005859,64
185000,2.600002,-0.007812,64
190000,2.600002,0.010742,64
195000,2.600002,0.013184,64
200000,2.600002,0.000488,64
205000,2.600002,0.002441,64
210000,2.600002,-0.010742,64
215000,2.600002,0.001953,64
220000,2.600002,0.015625,64
225000,2.600002,0.010742,64
230000,2.600002,0.003418,64
235000,2.600002,-0.001953,64
240000,2.600002,-0.024902,64
245000,2.600002,0.004395,64
250000,2.600002,0.012695,64
255000,2.600002,-0.009277,64
260000,2.600002,-0.009766,64
265000,2.600002,-0.023926,64
270000,2.600002,0.000000,64
275000,2.600002,0.001465,64
280000,2.600002,-0.007324,64
285000,2.600002,-0.017578,64
290000,2.600002,-0.023438,64
295000,2.600002,-0.011230,64
300000,2.600002,-0.027344,64
305000,2.600002,-0.004883,64
310000,2.600002,-0.000977,64
315000,2.600002,0.014160,64
320000,2.600002,-0.001953,64
325000,2.600002,0.001465,64
330000,2.600002,0.007324,64
335000,2.600002,0.005859,64
340000,2.600002,-0.000488,64
345000,2.600002,0.003418,64
350000,2.600002,0.004395,64
355000,2.600002,-0.000977,64
360000,2.600002,0.004395,64
365000,2.600002,0.012207,64
370000,2.600002,0.016113,64
375000,2.600002,-0.009766,64
380000,2.600002,-0.006836,64
385000,2.600002,-0.007812,64
390000,2.600002,0.005859,64
395000,2.600002,0.004883,64
400000,2.600002,-0.008789,64
405000,2.600002,0.002441,64
410000,2.600002,-0.016602,64
415000,2.600002,-0.010254,64
420000,2.600002,0.006836,64
425000,2.600002,-0.004883,64
430000,2.600002,0.000000,64
435000,2.600002,-0.010742,64
440000,2.600002,-0.004395,64
445000,2.600002,-0.014160,64
450000,2.600002,-0.011719,64
455000,2.600002,-0.005371,64
460000,2.600002,-0.020996,64
465000,2.600002,-0.023926,64
470000,2.600002,0.010254,64
475000,2.600002,0.004395,64
480000,2.600002,-0.002930,64
485000,2.600002,-0.002441,64
490000,2.600002,0.007324,64
495000,2.600002,-0.011230,64
500000,2.600002,-0.002441,64
505000,2.600002,-0.014648,64
510000,2.600002,0.016113,64
515000,2.600002,0.001953,64
520000,2.600002,-0.006348,64
525000,2.600002,0.001953,64
530000,2.600002,-0.003418,64
535000,2.600002,0.001953,64
540000,2.600002,0.000000,64
545000,2.600002,0.018066,64
550000,2.600002,0.006348,64
555000,2.600002,-0.019043,64
560000,2.600002,0.012695,64
565000,2.600002,-0.006348,64
570000,2.600002,-0.017090,64
575000,2.600002,-0.004883,64
580000,2.600002,0.008301,64
585000,2.600002,0.009766,64
590000,2.600002,0.007324,64
595000,2.600002,-0.008301,64
600000,2.600002,-0.005859,64
605000,2.600002,-0.016113,64
610000,2.600002,-0.012695,64
615000,2.600002,0.003906,64
620000,2.600002,0.010254,64
625000,2.600002,0.006348,64
630000,2.600002,-0.019043,64
635000,2.600002,0.025879,64
640000,2.600002,0.027344,64
645000,2.600002,0.014648,64
650000,2.600002,0.013672,64
655000,2.600002,-0.003418,64
660000,2.600002,0.006836,64
665000,2.600002,0.014160,64
670000,2.600002,0.004883,64
675000,2.600002,-0.005371,64
680000,2.600002,-0.016113,64
685000,2.600002,-0.007324,64
690000,2.600002,0.021484,64
695000,2.600002,-0.007324,64
700000,2.600002,0.000000,64
705000,2.600002,-0.014648,64
710000,2.600002,-0.018066,64
715000,2.600002,0.018555,64
720000,2.600002,0.001465,64
725000,2.600002,-0.012207,64
730000,2.600002,-0.015137,64
735000,2.600002,0.003906,64
740000,2.600002,0.001465,64
745000,2.600002,-0.006348,64
750000,2.600002,0.012207,64
755000,2.600002,-0.008301,64
760000,2.600002,-0.022949,64
765000,2.600002,-0.008789,64
770000,2.600002,-0.011719,64
775000,2.600002,-0.003418,64
780000,2.600002,0.004883,64
785000,2.600002,-0.005859,64
790000,2.600002,-0.019043,64
795000,2.600002,0.008789,64
800000,2.600002,0.007324,64
805000,2.600002,0.000488,64
810000,2.600002,0.010742,64
815000,2.600002,0.007324,64
820000,2.600002,0.005859,64
825000,2.600002,-0.007324,64
830000,2.600002,-0.018066,64
835000,2.600002,0.003906,64
840000,2.600002,0.027344,64
845000,2.600002,0.019043,64
850000,2.600002,-0.009277,64
855000,2.600002,0.005859,64
860000,2.600002,0.001465,64
865000,2.600002,-0.012695,64
870000,2.600002,-0.006348,64
875000,2.600002,0.010254,64
880000,2.600002,-0.005859,64
885000,2.600002,-0.002930,64
890000,2.600002,-0.015625,64
895000,2.600002,-0.001953,64
900000,2.600002,0.012695,64
905000,2.600002,0.003906,64
910000,2.600002,0.003906,64
915000,2.600002,-0.010254,64
920000,2.600002,0.007812,64
925000,2.600002,0.003418,64
930000,2.600002,0.003906,64
935000,2.600002,-0.007324,64
940000,2.600002,0.000000,64
945000,2.600002,-0.006348,64
950000,2.600002,-0.012207,64
955000,2.600002,-0.008301,64
960000,2.600002,-0.010742,64
965000,2.600002,0.009277,64
970000,2.600002,-0.003418,64
975000,2.600002,-0.004883,64
980000,2.600002,0.002930,64
985000,2.600002,0.001465,64
990000,2.600002,0.005859,64
995000,2.600002,0.001465,64
1000000,2.600002,-0.001953,64
1005000,2.600002,-0.004395,64
1010000,2.600002,0.002441,64
1015000,2.600002,0.002441,64
1020000,2.600002,-0.000488,64
1025000,2.600002,-0.002930,64
1030000,2.600002,0.018066,64
1035000,2.600002,0.024902,64
1040000,2.600002,0.003418,64
1045000,2.600002,-0.013672,64
1050000,2.600002,-0.008789,64
1055000,2.600002,0.002441,64
1060000,2.600002,-0.006348,64
1065000,2.600002,-0.005371,64
1070000,2.600002,0.011230,64
1075000,2.600002,-0.006348,64
1080000,2.600002,-0.005371,64
1085000,2.600002,-0.011230,64
1090000,2.600002,-0.000488,64
1095000,2.600002,0.008789,64
1100000,2.600002,0.006836,64
1105000,2.600002,-0.016602,64
1110000,2.600002,-0.012207,64
1115000,2.600002,0.002441,64
1120000,2.600002,-0.018555,64
1125000,2.600002,0.015137,64
1130000,2.600002,-0.016602,64
1135000,2.600002,-0.037598,64
1140000,2.600002,-0.023926,64
1145000,2.600002,0.005859,64
1150000,2.600002,-0.012207,64
1155000,2.600002,-0.007812,64
1160000,2.600002,-0.012207,64
1165000,2.600002,0.003418,64
1170000,2.600002,-0.005859,64
1175000,2.600002,0.000488,64
1180000,2.600002,0.011230,64
1185000,2.600002,0.009766,64
1190000,2.600002,-0.000977,64
1195000,2.600002,-0.012207,64
1200000,2.600002,0.002930,64
1205000,2.600002,-0.007812,64
1210000,2.600002,0.013672,64
1215000,2.600002,-0.016602,64
1220000,2.600002,-0.010254,64
1225000,2.600002,0.001465,64
1230000,2.600002,-0.014648,64
1235000,2.600002,-0.004883,64
1240000,2.600002,-0.000977,64
1245000,2.600002,-0.001465,64
1250000,2.600002,0.006836,64
1255000,2.600002,-0.015625,64
1260000,2.600002,-0.015625,64
1265000,2.600002,-0.013672,64
1270000,2.600002,-0.012695,64
1275000,2.600002,-0.006348,64
1280000,2.600002,-0.002930,64
1285000,2.600002,-0.011230,64
1290000,2.600002,-0.003418,64
1295000,2.600002,-0.001465,64
1300000,2.600002,-0.014648,64
1305000,2.600002,-0.013672,64
1310000,2.600002,0.000488,64
1315000,2.600002,0.000000,64
1320000,2.600002,-0.000488,64
1325000,2.600002,0.006348,64
1330000,2.600002,0.011230,64
1335000,2.600002,0.000977,64
1340000,2.600002,-0.002441,64
1345000,2.600002,-0.002441,64
1350000,2.600002,-0.013184,64
1355000,2.600002,0.004395,64
1360000,2.600002,0.007812,64
1365000,2.600002,0.017578,64
1370000,2.600002,-0.002441,64
1375000,2.600002,0.002930,64
1380000,2.600002,0.002441,64
1385000,2.600002,-0.008789,64
1390000,2.600002,0.015137,64
1395000,2.600002,0.016602,64
1400000,2.600002,-0.024414,64
1405000,2.600002,0.000977,64
1410000,2.600002,0.003906,64
1415000,2.600002,0.003906,64
1420000,2.600002,-0.003906,64
1425000,2.600002,0.012207,64
1430000,2.600002,-0.020508,64
1435000,2.600002,-0.012207,64
1440000,2.600002,0.000488,64
1445000,2.600002,0.008789,64
1450000,2.600002,0.003418,64
1455000,2.600002,-0.004395,64
1460000,2.600002,-0.004883,64
1465000,2.600002,-0.018066,64
1470000,2.600002,0.001465,64
1475000,2.600002,0.006348,64
1480000,2.600002,0.014648,64
1485000,2.600002,0.017090,64
1490000,2.600002,-0.001465,64
1495000,2.600002,0.000488,64
1500000,2.600002,-0.015137,64
1505000,2.600002,-0.005859,64
1510000,2.600002,-0.015137,64
1515000,2.600002,0.000488,64
1520000,2.600002,0.001953,64
1525000,2.600002,0.009277,64
1530000,2.600002,-0.018066,64
1535000,2.600002,-0.003418,64
1540000,2.600002,0.001953,64
1545000,2.600002,-0.002441,64
1550000,2.600002,-0.009277,64
1555000,2.600002,-0.002441,64
1560000,2.600002,-0.001465,64
1565000,2.600002,0.001953,64
1570000,2.600002,0.001953,64
1575000,2.600002,0.010254,64
1580000,2.600002,-0.000977,64
1585000,2.600002,0.004883,64
1590000,2.600002,-0.006348,64
1595000,2.600002,0.000000,64
1600000,2.600002,-0.012695,64
1605000,2.600002,0.002441,64
1610000,2.600002,-0.011230,64
1615000,2.600002,-0.004883,64
1620000,2.600002,-0.037598,64
1625000,2.600002,-0.025391,64
1630000,2.600002,-0.009277,64
1635000,2.600002,0.009277,64
1640000,2.600002,-0.013672,64
1645000,2.600002,-0.004883,64
1650000,2.600002,0.003906,64
1655000,2.600002,-0.013672,64
1660000,2.600002,0.013672,64
1665000,2.600002,0.007324,64
1670000,2.600002,0.000488,64
1675000,2.600002,-0.010742,64
1680000,2.600002,0.002441,64
1685000,2.600002,0.007324,64
1690000,2.600002,-0.012207,64
1695000,2.600002,0.012695,64
1700000,2.600002,0.006836,64
1705000,2.600002,-0.007812,64
1710000,2.600002,-0.015625,64
1715000,2.600002,0.012695,64
1720000,2.600002,0.005371,64
1725000,2.600002,-0.004883,64
1730000,2.600002,0.014160,64
1735000,2.600002,-0.008789,64
1740000,2.600002,-0.011230,64
1745000,2.600002,-0.007812,64
1750000,2.600002,0.000000,64
1755000,2.600002,-0.017578,64
1760000,2.600002,-0.005859,64
1765000,2.600002,-0.006348,64
1770000,2.600002,-0.005371,64
1775000,2.600002,0.001953,64
1780000,2.600002,-0.004395,64
1785000,2.600002,0.015137,64
1790000,2.600002,0.004883,64
1795000,2.600002,-0.002930,64
1800000,2.600002,0.005371,64
1805000,2.600002,-0.011719,64
1810000,2.600002,-0.001465,64
1815000,2.600002,-0.006348,64
1820000,2.600002,0.007812,64
1825000,2.600002,0.012207,64
1830000,2.600002,0.010254,64
1835000,2.600002,0.001953,64
1840000,2.600002,0.004883,64
1845000,2.600002,-0.007812,64
1850000,2.600002,0.006348,64
1855000,2.600002,-0.005859,64
1860000,2.600002,0.003906,64
1865000,2.600002,0.003418,64
1870000,2.600002,0.014648,64
1875000,2.600002,-0.031250,64
1880000,2.600002,0.004395,64
1885000,2.600002,-0.000977,64
1890000,2.600002,-0.010742,64
1895000,2.600002,0.017578,64
1900000,2.600002,-0.012695,64
1905000,2.600002,-0.017578,64
1910000,2.600002,0.022461,64
1915000,2.600002,-0.012695,64
1920000,2.600002,-0.007812,64
1925000,2.600002,0.007324,64
1930000,2.600002,0.002930,64
1935000,2.600002,0.008789,64
1940000,2.600002,0.010742,64
1945000,2.600002,-0.005859,64
1950000,2.600002,-0.004395,64
1955000,2.600002,-0.006836,64
1960000,2.600002,-0.002441,64
1965000,2.600002,0.003906,64
1970000,2.600002,0.024414,64
1975000,2.600002,0.006348,64
1980000,2.600002,-0.000488,64
1985000,2.600002,-0.023438,64
1990000,2.600002,-0.007324,64
1995000,2.600002,-0.014648,64
0,2.500002,0.008301,64
5000,2.500002,-0.008789,64
10000,2.500002,0.003418,64
15000,2.500002,-0.012695,64
20000,2.500002,-0.004395,64
25000,2.500002,0.018555,64
30000,2.500002,-0.006348,64
35000,2.500002,-0.007324,64
40000,2.500002,-0.003906,64
45000,2.500002,-0.002930,64
50000,2.500002,0.000488,64
55000,2.500002,0.010742,64
60000,2.500002,0.002441,64
65000,2.500002,-0.009277,64
70000,2.500002,0.011719,64
75000,2.500002,0.020508,64
80000,2.500002,-0.000488,64
85000,2.500002,-0.002441,64
90000,2.500002,-0.014648,64
95000,2.500002,-0.001465,64
100000,2.500002,0.010254,64
105000,2.500002,-0.011719,64
110000,2.500002,0.007812,64
115000,2.500002,-0.008789,64
120000,2.500002,0.014160,64
125000,2.500002,-0.009277,64
130000,2.500002,0.005859,64
135000,2.500002,-0.006348,64
140000,2.500002,-0.004395,64
145000,2.500002,0.030273,64
150000,2.500002,-0.013184,64
155000,2.500002,-0.002441,64
160000,2.500002,-0.006348,64
165000,2.500002,-0.002441,64
170000,2.500002,-0.000977,64
175000,2.500002,0.025879,64
180000,2.500002,0.007812,64
185000,2.500002,-0.012695,64
190000,2.500002,-0.003906,64
195000,2.500002,0.002441,64
200000,2.500002,0.012207,64
205000,2.500002,0.004395,64
210000,2.500002,-0.001953,64
215000,2.500002,0.002441,64
220000,2.500002,0.019043,64
225000,2.500002,0.006348,64
230000,2.500002,0.010254,64
235000,2.500002,-0.007812,64
240000,2.500002,-0.004883,64
245000,2.500002,-0.000977,64
250000,2.500002,0.003906,64
255000,2.500002,0.012207,64
260000,2.500002,0.002441,64
265000,2.500002,-0.002441,64
270000,2.500002,-0.011719,64
275000,2.500002,0.021484,64
280000,2.500002,0.002930,64
285000,2.500002,-0.000977,64
290000,2.500002,0.008789,64
295000,2.500002,-0.002930,64
300000,2.500002,0.005859,64
305000,2.500002,0.005371,64
310000,2.500002,0.003906,64
315000,2.500002,-0.002441,64
320000,2.500002,-0.014160,64
325000,2.500002,-0.027344,64
330000,2.500002,-0.003418,64
335000,2.500002,-0.010742,64
340000,2.500002,-0.016113,64
345000,2.500002,0.000977,64
350000,2.500002,-0.015625,64
355000,2.500002,0.003906,64
360000,2.500002,-0.005371,64
365000,2.500002,0.013672,64
370000,2.500002,0.012207,64
375000,2.500002,0.007324,64
380000,2.500002,-0.004395,64
385000,2.500002,0.012207,64
390000,2.500002,0.024902,64
395000,2.500002,-0.008789,64
400000,2.500002,-0.017578,64
405000,2.500002,-0.008789,64
410000,2.500002,-0.004395,64
415000,2.500002,-0.002930,64
420000,2.500002,0.005371,64
425000,2.500002,0.016113,64
430000,2.500002,0.005859,64
435000,2.500002,0.002930,64
440000,2.500002,0.001465,64
445000,2.500002,-0.008301,64
450000,2.500002,-0.003418,64
455000,2.500002,0.000977,64
460000,2.500002,-0.006348,64
465000,2.500002,0.009277,64
470000,2.500002,0.004883,64
475000,2.500002,-0.009766,64
480000,2.500002,-0.003418,64
485000,2.500002,0.012695,64
490000,2.500002,0.002441,64
495000,2.500002,0.008301,64
500000,2.500002,0.003906,64
505000,2.500002,-0.001953,64
510000,2.500002,0.015137,64
515000,2.500002,0.012207,64
520000,2.500002,0.007812,64
525000,2.500002,0.014160,64
530000,2.500002,-0.015137,64
535000,2.500002,0.013672,64
540000,2.500002,0.007812,64
545000,2.500002,0.009277,64
550000,2.500002,-0.003906,64
555000,2.500002,-0.001953,64
560000,2.500002,-0.010742,64
565000,2.500002,-0.001953,64
570000,2.500002,-0.001953,64
575000,2.500002,-0.003418,64
580000,2.500002,-0.010254,64
585000,2.500002,0.007324,64
590000,2.500002,0.014648,64
595000,2.500002,-0.007812,64
600000,2.500002,0.000977,64
605000,2.500002,0.000488,64
610000,2.500002,0.000977,64
615000,2.500002,0.000977,64
620000,2.500002,-0.008301,64
625000,2.500002,-0.011230,64
630000,2.500002,0.012695,64
635000,2.500002,0.002441,64
640000,2.500002,-0.002930,64
645000,2.500002,0.019043,64
650000,2.500002,-0.000977,64
655000,2.500002,0.011719,64
660000,2.500002,0.012207,64
665000,2.500002,-0.001465,64
670000,2.500002,0.008301,64
675000,2.500002,0.000488,64
680000,2.500002,-0.006836,64
685000,2.500002,0.006836,64
690000,2.500002,0.011230,64
695000,2.500002,0.008789,64
700000,2.500002,0.001953,64
705000,2.500002,0.006348,64
710000,2.500002,0.002441,64
715000,2.500002,-0.000488,64
720000,2.500002,-0.008301,64
725000,2.500002,0.005371,64
730000,2.500002,0.016113,64
735000,2.500002,0.008789,64
740000,2.500002,-0.009277,64
745000,2.500002,-0.000488,64
750000,2.500002,-0.006348,64
755000,2.500002,0.003418,64
760000,2.500002,-0.005859,64
765000,2.500002,0.001465,64
770000,2.500002,-0.001465,64
775000,2.500002,-0.005859,64
780000,2.500002,0.000488,64
785000,2.500002,0.006348,64
790000,2.500002,0.021973,64
795000,2.500002,0.003418,64
800000,2.500002,-0.018555,64
805000,2.500002,-0.014160,64
810000,2.500002,-0.025391,64
815000,2.500002,-0.007812,64
820000,2.500002,-0.008789,64
825000,2.500002,-0.016113,64
830000,2.500002,-0.005371,64
835000,2.500002,-0.005371,64
840000,2.500002,-0.007324,64
845000,2.500002,-0.010254,64
850000,2.500002,-0.003906,64
855000,2.500002,-0.015625,64
860000,2.500002,-0.004883,64
865000,2.500002,-0.012695,64
870000,2.500002,-0.005859,64
875000,2.500002,-0.001953,64
880000,2.500002,-0.014648,64
885000,2.500002,0.001465,64
890000,2.500002,0.000977,64
895000,2.500002,0.005371,64
900000,2.500002,-0.003418,64
905000,2.500002,0.018066,64
910000,2.500002,0.000000,64
915000,2.500002,0.000488,64
920000,2.500002,0.000977,64
925000,2.500002,-0.000488,64
930000,2.500002,-0.018066,64
935000,2.500002,-0.008301,64
940000,2.500002,0.019043,64
945000,2.500002,0.002930,64
950000,2.500002,-0.005859,64
955000,2.500002,-0.013672,64
960000,2.500002,-0.013184,64
965000,2.500002,-0.012695,64
970000,2.500002,0.002441,64
975000,2.500002,-0.003906,64
980000,2.500002,0.010254,64
985000,2.500002,-0.009277,64
990000,2.500002,-0.008789,64
995000,2.500002,-0.005859,64
1000000,2.500002,-0.006836,64
1005000,2.500002,0.012695,64
1010000,2.500002,-0.010254,64
1015000,2.500002,0.001465,64
1020000,2.500002,-0.003906,64
1025000,2.500002,0.022949,64
1030000,2.500002,0.015625,64
1035000,2.500002,0.020020,64
1040000,2.500002,0.010742,64
1045000,2.500002,-0.002930,64
1050000,2.500002,0.002930,64
1055000,2.500002,0.001465,64
1060000,2.500002,-0.005859,64
1065000,2.500002,0.010254,64
1070000,2.500002,-0.007324,64
1075000,2.500002,0.009277,64
1080000,2.500002,-0.002441,64
1085000,2.500002,0.012695,64
1090000,2.500002,-0.013672,64
1095000,2.500002,-0.003418,64
1100000,2.500002,0.008789,64
1105000,2.500002,0.001953,64
1110000,2.500002,-0.010742,64
1115000,2.500002,-0.000977,64
1120000,2.500002,-0.005371,64
1125000,2.500002,-0.003418,64
1130000,2.500002,0.006836,64
1135000,2.500002,-0.019531,64
1140000,2.500002,-0.007324,64
1145000,2.500002,0.011719,64
1150000,2.500002,0.023926,64
1155000,2.500002,-0.013672,64
1160000,2.500002,-0.021973,64
1165000,2.500002,0.013184,64
1170000,2.500002,0.002441,64
1175000,2.500002,-0.012695,64
1180000,2.500002,0.008789,64
1185000,2.500002,0.007324,64
1190000,2.500002,-0.009766,64
1195000,2.500002,-0.007324,64
1200000,2.500002,-0.013184,64
1205000,2.500002,0.023926,64
1210000,2.500002,-0.003906,64
1215000,2.500002,-0.019531,64
1220000,2.500002,-0.014648,64
1225000,2.500002,-0.013184,64
1230000,2.500002,0.002441,64
1235000,2.500002,-0.011230,64
1240000,2.500002,-0.011230,64
1245000,2.500002,0.001953,64
1250000,2.500002,-0.013672,64
1255000,2.500002,0.008789,64
1260000,2.500002,-0.008301,64
1265000,2.500002,-0.017090,64
1270000,2.500002,-0.018555,64
1275000,2.500002,-0.000977,64
1280000,2.500002,0.011719,64
1285000,2.500002,0.007324,64
1290000,2.500002,0.009766,64
1295000,2.500002,0.006836,64
1300000,2.500002,-0.020508,64
1305000,2.500002,-0.010742,64
1310000,2.500002,0.005371,64
1315000,2.500002,-0.004883,64
1320000,2.500002,0.008789,64
1325000,2.500002,0.010254,64
1330000,2.500002,0.002441,64
1335000,2.500002,-0.004395,64
1340000,2.500002,-0.014160,64
1345000,2.500002,0.000488,64
1350000,2.500002,0.008789,64
1355000,2.500002,-0.003418,64
1360000,2.500002,0.006836,64
1365000,2.500002,0.006348,64
1370000,2.500002,-0.006348,64
1375000,2.500002,-0.004883,64
1380000,2.500002,-0.006836,64
1385000,2.500002,-0.020020,64
1390000,2.500002,-0.012695,64
1395000,2.500002,-0.012207,64
1400000,2.500002,0.001465,64
1405000,2.500002,-0.006836,64
1410000,2.500002,-0.014648,64
1415000,2.500002,-0.009277,64
1420000,2.500002,-0.004395,64
1425000,2.500002,0.022949,64
1430000,2.500002,0.015137,64
1435000,2.500002,0.020508,64
1440000,2.500002,-0.000488,64
1445000,2.500002,0.003906,64
1450000,2.500002,0.008789,64
1455000,2.500002,-0.008789,64
1460000,2.500002,-0.007324,64
1465000,2.500002,0.003418,64
1470000,2.500002,-0.001465,64
